RowKey,Order ID,Order Date,Ship Date,Ship Mode,Profit,Quantity,Sales
254,CA-2011-120950,2013-11-06 00:00:00,2013-11-11 00:00:00,Standard Class,20.97,6.00,43.68
255,CA-2011-121006,2013-11-10 00:00:00,2013-11-16 00:00:00,Standard Class,299.80,17.00,1194.87
256,CA-2011-121167,2013-11-28 00:00:00,2013-11-30 00:00:00,Second Class,6.04,2.00,17.25
257,CA-2011-121286,2013-11-04 00:00:00,2013-11-08 00:00:00,Second Class,7.82,8.00,66.62
258,CA-2011-121573,2013-11-03 00:00:00,2013-11-07 00:00:00,Standard Class,240.69,8.00,840.71
259,CA-2011-121629,2013-11-28 00:00:00,2013-12-02 00:00:00,Standard Class,-199.77,5.00,998.85
260,CA-2011-121664,2013-05-06 00:00:00,2013-05-10 00:00:00,Standard Class,52.78,8.00,140.74
261,CA-2011-121727,2013-08-19 00:00:00,2013-08-24 00:00:00,Standard Class,1.74,2.00,10.72
262,CA-2011-121762,2013-02-14 00:00:00,2013-02-18 00:00:00,Standard Class,114.11,7.00,560.55
263,CA-2011-121769,2013-04-08 00:00:00,2013-04-12 00:00:00,Standard Class,-94.66,1.00,172.11
264,CA-2011-122070,2013-04-22 00:00:00,2013-04-24 00:00:00,Second Class,124.79,11.00,257.75
265,CA-2011-122217,2013-11-24 00:00:00,2013-11-29 00:00:00,Standard Class,48.91,5.00,111.15
266,CA-2011-122336,2013-04-13 00:00:00,2013-04-17 00:00:00,Second Class,-388.40,39.00,630.75
267,CA-2011-122567,2013-02-16 00:00:00,2013-02-21 00:00:00,Standard Class,-15.66,5.00,9.04
268,CA-2011-122588,2013-11-25 00:00:00,2013-11-27 00:00:00,Second Class,20.12,2.00,52.96
269,CA-2011-122609,2013-11-12 00:00:00,2013-11-18 00:00:00,Standard Class,18.69,5.00,153.11
270,CA-2011-122679,2013-07-22 00:00:00,2013-07-28 00:00:00,Standard Class,6.49,6.00,19.68
271,CA-2011-122749,2013-12-03 00:00:00,2013-12-09 00:00:00,Standard Class,134.39,4.00,479.96
272,CA-2011-122882,2013-09-07 00:00:00,2013-09-13 00:00:00,Standard Class,-561.14,10.00,539.07
273,CA-2011-122931,2013-09-29 00:00:00,2013-10-03 00:00:00,Standard Class,-413.52,27.00,2358.67
274,CA-2011-123064,2013-06-30 00:00:00,2013-07-02 00:00:00,First Class,1.64,4.00,5.25
275,CA-2011-123127,2013-09-08 00:00:00,2013-09-12 00:00:00,Standard Class,4.20,2.00,16.78
276,CA-2011-123225,2013-07-11 00:00:00,2013-07-14 00:00:00,First Class,46.83,6.00,586.34
277,CA-2011-123253,2013-08-22 00:00:00,2013-08-25 00:00:00,Second Class,1.03,1.00,3.91
278,CA-2011-123260,2013-08-26 00:00:00,2013-08-30 00:00:00,Standard Class,22.98,8.00,176.80
279,CA-2011-123295,2013-07-18 00:00:00,2013-07-18 00:00:00,Same Day,-25.91,4.00,259.14
280,CA-2011-123316,2013-10-13 00:00:00,2013-10-17 00:00:00,Standard Class,2.81,3.00,7.75
281,CA-2011-123323,2013-11-07 00:00:00,2013-11-12 00:00:00,Standard Class,46.18,7.00,123.14
282,CA-2011-123344,2013-09-24 00:00:00,2013-09-29 00:00:00,Standard Class,8.48,4.00,211.96
283,CA-2011-123400,2013-02-02 00:00:00,2013-02-09 00:00:00,Standard Class,1.35,7.00,199.30
284,CA-2011-123477,2013-01-18 00:00:00,2013-01-21 00:00:00,Second Class,6.49,4.00,64.86
285,CA-2011-123498,2013-11-07 00:00:00,2013-11-09 00:00:00,First Class,-17.33,6.00,100.40
286,CA-2011-123855,2013-06-18 00:00:00,2013-06-23 00:00:00,Standard Class,12.23,5.00,139.80
287,CA-2011-123925,2013-12-17 00:00:00,2013-12-19 00:00:00,Second Class,11.21,3.00,40.05
288,CA-2011-124023,2013-04-07 00:00:00,2013-04-10 00:00:00,First Class,2.78,2.00,8.96
289,CA-2011-124079,2013-12-13 00:00:00,2013-12-17 00:00:00,Standard Class,3.53,5.00,93.17
290,CA-2011-124247,2013-12-16 00:00:00,2013-12-21 00:00:00,Standard Class,70.20,5.00,1403.92
291,CA-2011-124394,2013-10-17 00:00:00,2013-10-22 00:00:00,Second Class,-35.24,8.00,130.76
292,CA-2011-124429,2013-05-27 00:00:00,2013-05-27 00:00:00,Same Day,-21.17,14.00,926.44
293,CA-2011-124464,2013-07-14 00:00:00,2013-07-20 00:00:00,Standard Class,11.05,1.00,39.48
294,CA-2011-124478,2013-08-08 00:00:00,2013-08-12 00:00:00,Standard Class,436.10,15.00,1109.73
295,CA-2011-124513,2013-09-21 00:00:00,2013-09-25 00:00:00,Standard Class,17.17,3.00,66.03
296,CA-2011-124618,2013-05-02 00:00:00,2013-05-04 00:00:00,Second Class,90.00,2.00,479.98
297,CA-2011-124646,2013-06-22 00:00:00,2013-06-24 00:00:00,First Class,9.72,6.00,663.75
298,CA-2011-124688,2013-08-27 00:00:00,2013-08-29 00:00:00,First Class,481.44,12.00,1812.01
299,CA-2011-124702,2013-11-18 00:00:00,2013-11-25 00:00:00,Standard Class,149.94,6.00,867.74
300,CA-2011-124709,2013-07-27 00:00:00,2013-07-29 00:00:00,Second Class,38.08,2.00,238.00
301,CA-2011-124723,2013-08-05 00:00:00,2013-08-12 00:00:00,Standard Class,41.93,2.00,489.23
302,CA-2011-124730,2013-11-26 00:00:00,2013-11-26 00:00:00,Same Day,139.19,24.00,414.63
303,CA-2011-124737,2013-08-23 00:00:00,2013-08-27 00:00:00,Standard Class,98.58,31.00,424.38
304,CA-2011-124807,2013-07-12 00:00:00,2013-07-15 00:00:00,Second Class,16.28,13.00,59.70
305,CA-2011-124856,2013-09-29 00:00:00,2013-10-03 00:00:00,Second Class,445.90,18.00,1609.32
306,CA-2011-125136,2013-09-28 00:00:00,2013-10-03 00:00:00,Standard Class,35.02,10.00,106.94
307,CA-2011-125150,2013-05-16 00:00:00,2013-05-23 00:00:00,Standard Class,17.47,5.00,232.88
308,CA-2011-125171,2013-09-03 00:00:00,2013-09-03 00:00:00,Same Day,7.06,5.00,14.40
309,CA-2011-125514,2013-09-21 00:00:00,2013-09-22 00:00:00,First Class,21.52,6.00,68.71
310,CA-2011-125542,2013-12-05 00:00:00,2013-12-07 00:00:00,First Class,87.39,11.00,521.22
311,CA-2011-125556,2013-11-14 00:00:00,2013-11-16 00:00:00,Second Class,254.24,17.00,876.73
312,CA-2011-125612,2013-08-03 00:00:00,2013-08-08 00:00:00,Standard Class,51.15,14.00,163.62
313,CA-2011-125682,2013-11-22 00:00:00,2013-11-25 00:00:00,First Class,4.88,2.00,9.96
314,CA-2011-125731,2013-09-10 00:00:00,2013-09-16 00:00:00,Standard Class,156.31,12.00,1508.77
315,CA-2011-125759,2013-02-08 00:00:00,2013-02-09 00:00:00,First Class,5.53,2.00,14.56
316,CA-2011-125829,2013-11-04 00:00:00,2013-11-11 00:00:00,Standard Class,159.64,21.00,1729.42
317,CA-2011-125997,2013-09-20 00:00:00,2013-09-23 00:00:00,First Class,992.71,25.00,3519.37
318,CA-2011-126032,2013-06-23 00:00:00,2013-06-28 00:00:00,Standard Class,1.08,3.00,86.38
319,CA-2011-126193,2013-09-07 00:00:00,2013-09-14 00:00:00,Standard Class,-536.13,13.00,321.98
320,CA-2011-126200,2013-08-25 00:00:00,2013-08-29 00:00:00,Standard Class,-59.62,6.00,38.06
321,CA-2011-126277,2013-09-13 00:00:00,2013-09-18 00:00:00,Second Class,-2.00,3.00,2.50
322,CA-2011-126333,2013-12-23 00:00:00,2013-12-28 00:00:00,Standard Class,1.81,1.00,5.18
323,CA-2011-126361,2013-08-04 00:00:00,2013-08-09 00:00:00,Second Class,576.56,27.00,2126.03
324,CA-2011-126403,2013-09-09 00:00:00,2013-09-12 00:00:00,Second Class,543.57,16.00,2304.37
325,CA-2011-126480,2013-09-20 00:00:00,2013-09-24 00:00:00,Standard Class,3.85,2.00,8.56
326,CA-2011-126522,2013-09-01 00:00:00,2013-09-05 00:00:00,Second Class,15.64,3.00,53.94
327,CA-2011-126683,2013-09-29 00:00:00,2013-10-01 00:00:00,Second Class,402.26,11.00,2354.98
328,CA-2011-126760,2013-07-26 00:00:00,2013-08-02 00:00:00,Standard Class,110.70,17.00,1891.32
329,CA-2011-126802,2013-12-29 00:00:00,2014-01-05 00:00:00,Standard Class,-50.67,3.00,38.98
330,CA-2011-126907,2013-11-01 00:00:00,2013-11-08 00:00:00,Standard Class,5.10,3.00,15.70
331,CA-2011-126963,2013-06-15 00:00:00,2013-06-15 00:00:00,Same Day,11.88,2.00,36.54
332,CA-2011-127012,2013-08-11 00:00:00,2013-08-15 00:00:00,Standard Class,26.88,4.00,76.28
333,CA-2011-127131,2013-11-24 00:00:00,2013-11-30 00:00:00,Standard Class,79.74,19.00,721.48
334,CA-2011-127159,2013-05-12 00:00:00,2013-05-15 00:00:00,First Class,10.78,7.00,34.79
335,CA-2011-127166,2013-05-21 00:00:00,2013-05-23 00:00:00,Second Class,-37.61,12.00,186.91
336,CA-2011-127187,2013-12-04 00:00:00,2013-12-08 00:00:00,Standard Class,62.39,2.00,129.98
337,CA-2011-127299,2013-09-19 00:00:00,2013-09-24 00:00:00,Standard Class,-937.42,9.00,2692.33
338,CA-2011-127383,2013-12-31 00:00:00,2014-01-05 00:00:00,Standard Class,17.97,2.00,49.57
339,CA-2011-127446,2013-11-25 00:00:00,2013-11-30 00:00:00,Standard Class,-117.86,17.00,1273.62
340,CA-2011-127488,2013-09-22 00:00:00,2013-09-24 00:00:00,Second Class,1.67,2.00,4.61
341,CA-2011-127523,2013-05-11 00:00:00,2013-05-18 00:00:00,Standard Class,9.70,3.00,35.91
342,CA-2011-127558,2013-11-15 00:00:00,2013-11-18 00:00:00,First Class,155.32,8.00,803.04
343,CA-2011-127586,2013-09-26 00:00:00,2013-09-30 00:00:00,Standard Class,80.63,2.00,310.12
344,CA-2011-127614,2013-02-11 00:00:00,2013-02-15 00:00:00,Standard Class,186.74,11.00,1508.13
345,CA-2011-127691,2013-07-22 00:00:00,2013-07-27 00:00:00,Standard Class,59.26,4.00,165.94
346,CA-2011-127859,2013-03-17 00:00:00,2013-03-20 00:00:00,Second Class,41.15,6.00,126.62
347,CA-2011-127866,2013-07-20 00:00:00,2013-07-23 00:00:00,First Class,185.39,11.00,602.43
348,CA-2011-127936,2013-09-02 00:00:00,2013-09-04 00:00:00,First Class,8.07,3.00,21.24
349,CA-2011-127964,2013-03-03 00:00:00,2013-03-08 00:00:00,Standard Class,54.65,9.00,161.07
350,CA-2011-128055,2013-03-31 00:00:00,2013-04-05 00:00:00,Standard Class,267.42,4.00,726.55
351,CA-2011-128062,2013-11-19 00:00:00,2013-11-22 00:00:00,Second Class,1.98,1.00,5.88
352,CA-2011-128146,2013-06-21 00:00:00,2013-06-25 00:00:00,Standard Class,358.28,9.00,1326.69
353,CA-2011-128209,2013-11-17 00:00:00,2013-11-22 00:00:00,Standard Class,676.46,13.00,6160.62
354,CA-2011-128237,2013-03-25 00:00:00,2013-03-30 00:00:00,Standard Class,31.46,14.00,92.36
355,CA-2011-128524,2013-11-11 00:00:00,2013-11-13 00:00:00,First Class,784.81,10.00,2158.69
356,CA-2011-128538,2013-10-11 00:00:00,2013-10-15 00:00:00,Standard Class,3.74,1.00,7.64
357,CA-2011-128622,2013-11-15 00:00:00,2013-11-17 00:00:00,Second Class,3.29,3.00,10.95
358,CA-2011-128839,2013-09-08 00:00:00,2013-09-13 00:00:00,Standard Class,111.89,12.00,254.97
359,CA-2011-128846,2013-04-07 00:00:00,2013-04-12 00:00:00,Standard Class,224.04,8.00,752.92
360,CA-2011-128888,2013-11-15 00:00:00,2013-11-22 00:00:00,Standard Class,204.07,9.00,604.66
361,CA-2011-128986,2013-08-03 00:00:00,2013-08-05 00:00:00,Second Class,33.72,3.00,93.02
362,CA-2011-129091,2013-11-22 00:00:00,2013-11-27 00:00:00,Standard Class,460.34,13.00,1022.61
363,CA-2011-129147,2013-11-02 00:00:00,2013-11-06 00:00:00,Standard Class,-131.51,16.00,609.44
364,CA-2011-129168,2013-08-17 00:00:00,2013-08-23 00:00:00,Standard Class,5.44,3.00,15.55
365,CA-2011-129189,2013-07-21 00:00:00,2013-07-25 00:00:00,Standard Class,-79.12,14.00,751.89
366,CA-2011-129364,2013-12-08 00:00:00,2013-12-13 00:00:00,Standard Class,13.81,39.00,265.78
367,CA-2011-129574,2013-05-26 00:00:00,2013-05-29 00:00:00,First Class,23.23,5.00,48.40
368,CA-2011-129819,2013-12-13 00:00:00,2013-12-15 00:00:00,Second Class,5.82,3.00,12.39
369,CA-2011-129924,2013-07-12 00:00:00,2013-07-17 00:00:00,Standard Class,-14.66,5.00,706.06
370,CA-2011-129938,2013-12-15 00:00:00,2013-12-17 00:00:00,Second Class,-108.27,7.00,445.80
371,CA-2011-130092,2013-01-11 00:00:00,2013-01-14 00:00:00,First Class,3.08,2.00,9.94
372,CA-2011-130155,2013-05-19 00:00:00,2013-05-22 00:00:00,First Class,9.23,5.00,34.20
373,CA-2011-130274,2013-05-03 00:00:00,2013-05-05 00:00:00,First Class,10.35,7.00,21.56
374,CA-2011-130421,2013-03-03 00:00:00,2013-03-07 00:00:00,Standard Class,-459.61,3.00,176.77
375,CA-2011-130428,2013-03-31 00:00:00,2013-03-31 00:00:00,Same Day,89.42,14.00,1142.17
376,CA-2011-130449,2013-09-06 00:00:00,2013-09-09 00:00:00,First Class,39.63,14.00,100.36
377,CA-2011-130575,2013-12-14 00:00:00,2013-12-16 00:00:00,First Class,-13.90,3.00,9.26
378,CA-2011-130624,2013-06-21 00:00:00,2013-06-24 00:00:00,First Class,196.58,9.00,697.32
379,CA-2011-130673,2013-05-20 00:00:00,2013-05-22 00:00:00,Second Class,-19.34,12.00,108.44
380,CA-2011-130729,2013-10-24 00:00:00,2013-10-29 00:00:00,Standard Class,11.14,3.00,34.27
381,CA-2011-130813,2013-01-06 00:00:00,2013-01-08 00:00:00,Second Class,9.33,3.00,19.44
382,CA-2011-130869,2013-11-17 00:00:00,2013-11-21 00:00:00,Standard Class,2.48,3.00,7.08
383,CA-2011-130918,2013-08-22 00:00:00,2013-08-24 00:00:00,Second Class,-1.81,3.00,7.63
384,CA-2011-130960,2013-12-30 00:00:00,2014-01-04 00:00:00,Standard Class,2.85,3.00,9.84
385,CA-2011-131002,2013-09-07 00:00:00,2013-09-12 00:00:00,Second Class,291.99,17.00,1040.19
386,CA-2011-131009,2013-03-01 00:00:00,2013-03-05 00:00:00,Standard Class,-61.16,20.00,574.19
387,CA-2011-131051,2013-12-01 00:00:00,2013-12-05 00:00:00,Standard Class,28.52,3.00,58.20
388,CA-2011-131247,2013-03-30 00:00:00,2013-04-04 00:00:00,Standard Class,-12.10,2.00,205.67
389,CA-2011-131310,2013-07-12 00:00:00,2013-07-18 00:00:00,Standard Class,17.65,8.00,134.40
390,CA-2011-131387,2013-04-28 00:00:00,2013-04-30 00:00:00,First Class,126.00,5.00,1679.96
391,CA-2011-131450,2013-08-08 00:00:00,2013-08-15 00:00:00,Standard Class,604.58,18.00,2049.82
392,CA-2011-131527,2013-12-01 00:00:00,2013-12-07 00:00:00,Standard Class,9.60,4.00,95.97
393,CA-2011-131541,2013-07-28 00:00:00,2013-07-28 00:00:00,Same Day,34.70,18.00,193.15
394,CA-2011-131800,2013-12-30 00:00:00,2014-01-04 00:00:00,Standard Class,43.58,10.00,158.39
395,CA-2011-131905,2013-02-06 00:00:00,2013-02-09 00:00:00,First Class,91.25,10.00,321.56
396,CA-2011-131926,2013-06-01 00:00:00,2013-06-06 00:00:00,Second Class,1154.67,24.00,3745.63
397,CA-2011-131947,2013-09-17 00:00:00,2013-09-22 00:00:00,Standard Class,59.62,31.00,318.29
398,CA-2011-132010,2013-10-13 00:00:00,2013-10-15 00:00:00,First Class,35.27,14.00,389.74
399,CA-2011-132227,2013-11-04 00:00:00,2013-11-10 00:00:00,Standard Class,18.87,4.00,52.06
400,CA-2011-132451,2013-09-26 00:00:00,2013-09-27 00:00:00,First Class,82.53,6.00,604.99
401,CA-2011-132500,2013-09-08 00:00:00,2013-09-12 00:00:00,Standard Class,8.50,2.00,49.98
402,CA-2011-132542,2013-10-06 00:00:00,2013-10-08 00:00:00,Second Class,7.68,2.00,15.36
403,CA-2011-132612,2013-06-09 00:00:00,2013-06-11 00:00:00,Second Class,245.02,7.00,1441.30
404,CA-2011-132787,2013-09-19 00:00:00,2013-09-23 00:00:00,Standard Class,24.98,6.00,92.52
405,CA-2011-132801,2013-10-07 00:00:00,2013-10-12 00:00:00,Standard Class,10.74,10.00,107.44
406,CA-2011-132864,2013-12-02 00:00:00,2013-12-07 00:00:00,Standard Class,29.95,5.00,119.80
407,CA-2011-132913,2013-12-24 00:00:00,2013-12-26 00:00:00,First Class,3.63,1.00,13.97
408,CA-2011-132962,2013-09-13 00:00:00,2013-09-16 00:00:00,First Class,58.99,8.00,267.55
409,CA-2011-132983,2013-04-28 00:00:00,2013-05-03 00:00:00,Standard Class,57.59,2.00,159.98
410,CA-2011-133158,2013-08-19 00:00:00,2013-08-21 00:00:00,Second Class,48.60,9.00,358.70
411,CA-2011-133228,2013-04-04 00:00:00,2013-04-09 00:00:00,Standard Class,26.16,5.00,84.83
412,CA-2011-133270,2013-06-06 00:00:00,2013-06-09 00:00:00,First Class,4.94,2.00,13.36
413,CA-2011-133305,2013-07-11 00:00:00,2013-07-15 00:00:00,Standard Class,29.48,9.00,67.40
414,CA-2011-133354,2013-02-22 00:00:00,2013-02-24 00:00:00,First Class,9.33,3.00,19.44
415,CA-2011-133389,2013-06-22 00:00:00,2013-06-22 00:00:00,Same Day,-6.03,3.00,8.23
416,CA-2011-133424,2013-03-30 00:00:00,2013-04-04 00:00:00,Standard Class,22.20,6.00,60.24
417,CA-2011-133543,2013-12-22 00:00:00,2013-12-26 00:00:00,Standard Class,3.18,4.00,11.76
418,CA-2011-133592,2013-12-31 00:00:00,2014-01-07 00:00:00,Standard Class,1071.73,19.00,2846.22
419,CA-2011-133634,2013-11-05 00:00:00,2013-11-10 00:00:00,Standard Class,16.25,3.00,47.79
420,CA-2011-133690,2013-08-03 00:00:00,2013-08-05 00:00:00,First Class,-161.58,3.00,221.35
421,CA-2011-133704,2013-09-20 00:00:00,2013-09-26 00:00:00,Standard Class,18.43,7.00,64.15
422,CA-2011-133753,2013-06-09 00:00:00,2013-06-13 00:00:00,Second Class,17.15,5.00,142.34
423,CA-2011-133809,2013-11-18 00:00:00,2013-11-23 00:00:00,Second Class,-10.74,10.00,21.40
424,CA-2011-133830,2013-12-05 00:00:00,2013-12-10 00:00:00,Standard Class,42.19,16.00,90.58
425,CA-2011-133851,2013-06-09 00:00:00,2013-06-16 00:00:00,Standard Class,10.77,4.00,30.46
426,CA-2011-133963,2013-05-18 00:00:00,2013-05-22 00:00:00,Second Class,1.44,1.00,3.98
427,CA-2011-134061,2013-04-29 00:00:00,2013-05-04 00:00:00,Standard Class,5.94,2.00,17.46
428,CA-2011-134103,2013-01-30 00:00:00,2013-02-04 00:00:00,Standard Class,11.65,4.00,240.50
429,CA-2011-134215,2013-08-04 00:00:00,2013-08-08 00:00:00,Standard Class,256.93,24.00,617.12
430,CA-2011-134278,2013-07-06 00:00:00,2013-07-08 00:00:00,First Class,175.00,1.00,559.99
431,CA-2011-134313,2013-11-01 00:00:00,2013-11-07 00:00:00,Standard Class,252.31,7.00,2027.14
432,CA-2011-134551,2013-12-20 00:00:00,2013-12-25 00:00:00,Standard Class,87.45,15.00,732.31
433,CA-2011-134572,2013-04-20 00:00:00,2013-04-22 00:00:00,Second Class,-222.02,12.00,1190.53
434,CA-2011-134621,2013-12-21 00:00:00,2013-12-28 00:00:00,Standard Class,-14.59,2.00,18.24
435,CA-2011-134677,2013-10-06 00:00:00,2013-10-10 00:00:00,Standard Class,1.91,3.00,9.09
436,CA-2011-134726,2013-11-02 00:00:00,2013-11-07 00:00:00,Second Class,19.72,3.00,94.73
437,CA-2011-135090,2013-11-22 00:00:00,2013-11-26 00:00:00,Standard Class,24.22,9.00,53.82
438,CA-2011-135405,2013-01-09 00:00:00,2013-01-13 00:00:00,Standard Class,10.92,5.00,40.54
439,CA-2011-135608,2013-12-08 00:00:00,2013-12-10 00:00:00,Second Class,66.31,7.00,649.60
440,CA-2011-135657,2013-06-03 00:00:00,2013-06-07 00:00:00,Second Class,113.49,6.00,515.88
441,CA-2011-135699,2013-08-29 00:00:00,2013-08-29 00:00:00,Same Day,60.27,4.00,123.28
442,CA-2011-135755,2013-05-03 00:00:00,2013-05-10 00:00:00,Standard Class,18.51,6.00,51.07
443,CA-2011-135993,2013-05-28 00:00:00,2013-06-02 00:00:00,Standard Class,7.95,10.00,85.01
444,CA-2011-136280,2013-11-29 00:00:00,2013-12-06 00:00:00,Standard Class,1.76,2.00,5.04
445,CA-2011-136336,2013-04-21 00:00:00,2013-04-26 00:00:00,Standard Class,0.00,6.00,828.84
446,CA-2011-136399,2013-12-16 00:00:00,2013-12-17 00:00:00,First Class,142.85,13.00,1308.20
447,CA-2011-136567,2013-12-20 00:00:00,2013-12-21 00:00:00,First Class,623.19,14.00,2884.37
448,CA-2011-136644,2013-06-16 00:00:00,2013-06-22 00:00:00,Standard Class,32.39,8.00,647.84
449,CA-2011-136742,2013-04-06 00:00:00,2013-04-10 00:00:00,Standard Class,-35.93,6.00,44.91
450,CA-2011-136861,2013-09-05 00:00:00,2013-09-07 00:00:00,First Class,2.00,2.00,31.98
451,CA-2011-137092,2013-10-20 00:00:00,2013-10-22 00:00:00,Second Class,97.99,10.00,862.20
452,CA-2011-137274,2013-03-29 00:00:00,2013-04-02 00:00:00,Standard Class,-152.72,3.00,890.84
453,CA-2011-137351,2013-09-30 00:00:00,2013-10-04 00:00:00,Standard Class,13.49,7.00,43.18
454,CA-2011-137575,2013-08-06 00:00:00,2013-08-11 00:00:00,Standard Class,83.99,2.00,199.98
455,CA-2011-137589,2013-11-03 00:00:00,2013-11-08 00:00:00,Standard Class,-64.43,3.00,286.34
456,CA-2011-137911,2013-10-09 00:00:00,2013-10-15 00:00:00,Standard Class,31.07,2.00,88.77
457,CA-2011-138023,2013-08-15 00:00:00,2013-08-18 00:00:00,First Class,-52.63,8.00,30.96
458,CA-2011-138072,2013-12-30 00:00:00,2014-01-03 00:00:00,Standard Class,6.99,2.00,27.97
459,CA-2011-138100,2013-09-15 00:00:00,2013-09-20 00:00:00,Standard Class,13.28,5.00,29.50
460,CA-2011-138128,2013-12-09 00:00:00,2013-12-15 00:00:00,Standard Class,135.58,7.00,1110.65
461,CA-2011-138177,2013-09-19 00:00:00,2013-09-24 00:00:00,Standard Class,-45.83,1.00,73.92
462,CA-2011-138198,2013-07-18 00:00:00,2013-07-23 00:00:00,Standard Class,4.52,2.00,13.90
463,CA-2011-138240,2013-10-09 00:00:00,2013-10-14 00:00:00,Standard Class,38.94,4.00,160.59
464,CA-2011-138296,2013-12-05 00:00:00,2013-12-12 00:00:00,Standard Class,6.88,2.00,24.56
465,CA-2011-138317,2013-06-21 00:00:00,2013-06-25 00:00:00,Standard Class,-137.97,16.00,385.26
466,CA-2011-138359,2013-04-01 00:00:00,2013-04-06 00:00:00,Standard Class,5.74,6.00,73.20
467,CA-2011-138436,2013-03-26 00:00:00,2013-03-30 00:00:00,Standard Class,8.62,3.00,66.30
468,CA-2011-138450,2013-10-18 00:00:00,2013-10-22 00:00:00,Standard Class,-12.21,16.00,249.47
469,CA-2011-138513,2013-05-23 00:00:00,2013-05-27 00:00:00,Standard Class,6.22,2.00,12.96
470,CA-2011-138527,2013-09-12 00:00:00,2013-09-17 00:00:00,Standard Class,24.68,8.00,192.42
471,CA-2011-138681,2013-12-20 00:00:00,2013-12-22 00:00:00,First Class,69.89,15.00,596.66
472,CA-2011-138709,2013-07-04 00:00:00,2013-07-09 00:00:00,Standard Class,18.56,8.00,37.44
473,CA-2011-138737,2013-12-07 00:00:00,2013-12-10 00:00:00,First Class,2.42,3.00,8.64
474,CA-2011-138940,2013-04-11 00:00:00,2013-04-16 00:00:00,Second Class,265.42,6.00,758.35
475,CA-2011-139017,2013-05-11 00:00:00,2013-05-17 00:00:00,Standard Class,7.62,2.00,46.86
476,CA-2011-139192,2013-05-27 00:00:00,2013-06-01 00:00:00,Second Class,163.27,13.00,1213.49
477,CA-2011-139283,2013-11-23 00:00:00,2013-11-27 00:00:00,Standard Class,6.75,3.00,14.67
478,CA-2011-139423,2013-11-01 00:00:00,2013-11-05 00:00:00,Standard Class,22.07,2.00,76.12
479,CA-2011-139451,2013-10-12 00:00:00,2013-10-16 00:00:00,Standard Class,10.38,6.00,36.29
480,CA-2011-139542,2013-10-25 00:00:00,2013-10-29 00:00:00,Standard Class,-9.08,6.00,54.47
481,CA-2011-139598,2013-12-26 00:00:00,2013-12-31 00:00:00,Standard Class,-22.64,11.00,361.61
482,CA-2011-139633,2013-12-17 00:00:00,2013-12-24 00:00:00,Standard Class,-4.02,4.00,5.48
483,CA-2011-139857,2013-02-02 00:00:00,2013-02-06 00:00:00,Standard Class,5.80,5.00,12.35
484,CA-2011-139892,2013-09-08 00:00:00,2013-09-12 00:00:00,Standard Class,-1878.79,37.00,10539.90
485,CA-2011-140004,2013-03-21 00:00:00,2013-03-25 00:00:00,Standard Class,2.79,5.00,13.46
486,CA-2011-140032,2013-09-08 00:00:00,2013-09-13 00:00:00,Standard Class,3.01,2.00,8.61
487,CA-2011-140039,2013-09-13 00:00:00,2013-09-17 00:00:00,Standard Class,5.96,5.00,79.40
488,CA-2011-140165,2013-05-13 00:00:00,2013-05-15 00:00:00,First Class,-329.56,10.00,405.46
489,CA-2011-140228,2013-04-28 00:00:00,2013-05-03 00:00:00,Standard Class,-33.20,8.00,211.58
490,CA-2011-140396,2013-11-20 00:00:00,2013-11-25 00:00:00,Standard Class,251.17,16.00,907.56
